global_paper_id,title
SKG_QA_397,What’s Missing A Knowledge Gap Guided Approach for Multi-hop Question Answering
SKG_QA_399,FuRongWang at SemEval-2017 Task 3 Deep Neural Networks for Selecting Relevant Answers in Community Question Answering
SKG_QA_401,Multi-View Domain Adapted Sentence Embeddings for Low-Resource Unsupervised Duplicate Question Detection
SKG_QA_402,Predicting the Difficulty and Response Time of Multiple Choice Questions Using Transfer Learning
SKG_QA_403,RankQA Neural Question Answering with Answer Re-Ranking
SKG_QA_404,Semantic Parsing for Single-Relation Question Answering
SKG_QA_405,Easy Questions First A Case Study on Curriculum Learning for Question Answering
SKG_QA_406,AnswerFact Fact Checking in Product Question Answering
SKG_QA_407,Creating Causal Embeddings for Question Answering with Minimal Supervision
SKG_QA_408,A Simple and Effective Model for Answering Multi-span Questions
SKG_QA_409,Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering
SKG_QA_412,ConceptBert Concept-Aware Representation for Visual Question Answering
SKG_QA_413,Self-Supervised Knowledge Triplet Learning for Zero-Shot Question Answering
SKG_QA_415,Being Negative but Constructively Lessons Learnt from Creating Better Visual Question Answering Datasets
SKG_QA_416,Optimizing Question Answering Accuracy by Maximizing Log-Likelihood
SKG_QA_417,Towards Effective Tutorial Feedback for Explanation Questions A Dataset and Baselines
SKG_QA_418,End-to-End Open-Domain Question Answering with BERTserini
SKG_QA_419,Machine Translation Evaluation Meets Community Question Answering
SKG_QA_421,Learning to Answer Questions from Wikipedia Infoboxes
SKG_QA_422,Connecting the Dots A Knowledgeable Path Generator for Commonsense Question Answering
SKG_QA_423,Thread-Level Information for Comment Classification in Community Question Answering
SKG_QA_424,Why-Question Answering using Intra- and Inter-Sentential Causal Relations
SKG_QA_426,Sentiment Classification towards Question-Answering with Hierarchical Matching Network
SKG_QA_431,Evaluating Semantic Parsing against a Simple Web-based Question Answering Model
SKG_QA_432,Injecting Relational Structural Representation in Neural Networks for Question Similarity
SKG_QA_438,Learning Hybrid Representations to Retrieve Semantically Equivalent Questions
SKG_QA_440,Psycholinguistics Meets Continual Learning Measuring Catastrophic Forgetting in Visual Question Answering
SKG_QA_441,Unsupervised Adaptation of Question Answering Systems via Generative Self-training
SKG_QA_442,Segmentation Guided Attention Networks for Visual Question Answering
SKG_QA_444,Contextualized Sparse Representations for Real-Time Open-Domain Question Answering
SKG_QA_445,GW_QA at SemEval-2017 Task 3 Question Answer Re-ranking on Arabic Fora
SKG_QA_446,Automatic Identification of Rhetorical Questions
SKG_QA_447,Decoupled Box Proposal and Featurization with Ultrafine-Grained Semantic Labels Improve Image Captioning and Visual Question Answering
SKG_QA_449,Multi-passage BERT A Globally Normalized BERT Model for Open-domain Question Answering
SKG_QA_450,Joint Multitask Learning for Community Question Answering Using Task-Specific Embeddings
SKG_QA_452,Let Me Know What to Ask Interrogative-Word-Aware Question Generation
SKG_QA_454,Neural Duplicate Question Detection without Labeled Training Data
SKG_QA_455,The Promise of Premise Harnessing Question Premises in Visual Question Answering
SKG_QA_457,XQA A Cross-lingual Open-domain Question Answering Dataset
SKG_QA_458,Semantic Graphs for Generating Deep Questions
SKG_QA_460,Zero-Shot Rationalization by Multi-Task Transfer Learning from Question Answering
SKG_QA_462,Question Answering through Transfer Learning from Large Fine-grained Supervision Data
SKG_QA_466,Episodic Memory Reader Learning What to Remember for Question Answering from Streaming Data
SKG_QA_470,ConvKN at SemEval-2016 Task 3 Answer and Question Selection for Question Answering on Arabic and English Fora
SKG_QA_471,EviNets Neural Networks for Combining Evidence Signals for Factoid Question Answering
SKG_QA_472,NLM_NIH at SemEval-2017 Task 3 from Question Entailment to Question Similarity for Community Question Answering
SKG_QA_473,Cross-Lingual Training for Automatic Question Generation
SKG_QA_475,Unsupervised Question Answering by Cloze Translation
SKG_QA_476,Paragraph-level Neural Question Generation with Maxout Pointer and Gated Self-attention Networks
SKG_QA_477,How to Ask Good Questions Try to Leverage Paraphrases
SKG_QA_479,A Unified Framework for Multilingual and Code-Mixed Visual Question Answering
SKG_QA_481,Question Answering by Reasoning Across Documents with Graph Convolutional Networks
SKG_QA_482,Neural Arabic Question Answering
SKG_QA_483,Supervised and Unsupervised Transfer Learning for Question Answering
SKG_QA_484,Curio SmartChat  A system for Natural Language Question Answering for Self-Paced K-12 Learning
SKG_QA_485,Dense Passage Retrieval for Open-Domain Question Answering
SKG_QA_486,What’s The Latest A Question-driven News Chatbot
SKG_QA_487,Automatically Mining Question Reformulation Patterns from Search Log Data
SKG_QA_489,Repurposing Entailment for Multi-Hop Question Answering Tasks
SKG_QA_490,Ranking Paragraphs for Improving Answer Recall in Open-Domain Question Answering
SKG_QA_492,Few-Shot Complex Knowledge Base Question Answering via Meta Reinforcement Learning
NOVEL_SA_0,MIMOQA Multimodal Input Multimodal Output Question Answering
NOVEL_SA_1,Robust Question Answering Through Sub-part Alignment
NOVEL_SA_2,ASAP A Chinese Review Dataset Towards Aspect Category Sentiment Analysis and Rating Prediction
NOVEL_SA_3,XOR QA Cross-lingual Open-Retrieval Question Answering
NOVEL_SA_4,Hate Speech Detection Based on Sentiment Knowledge Sharing
NOVEL_SA_7,A Unified Generative Framework for Aspect-based Sentiment Analysis
NOVEL_SA_8,X-METRA-ADA Cross-lingual Meta-Transfer learning Adaptation to Natural Language Understanding and Question Answering
NOVEL_SA_9,Multi-task Learning of Negation and Speculation for Targeted Sentiment Classification
NOVEL_SA_10,KPQA A Metric for Generative Question Answering Using Keyphrase Weights
NOVEL_SA_11,Unsupervised Multi-hop Question Answering by Question Generation
NOVEL_SA_12,Solving Aspect Category Sentiment Analysis as a Text Generation Task
NOVEL_SA_13,Graph Ensemble Learning over Multiple Dependency Trees for Aspect-level Sentiment Classification
NOVEL_SA_14,Aspect-Category-Opinion-Sentiment Quadruple Extraction with Implicit Aspects and Opinions
NOVEL_SA_15,Joint Multi-modal Aspect-Sentiment Analysis with Auxiliary Cross-modal Relation Detection
NOVEL_SA_16,Learning Implicit Sentiment in Aspect-based Sentiment Analysis with Supervised Contrastive Pre-Training
NOVEL_SA_17,Does syntax matter A strong baseline for Aspect-based Sentiment Analysis with RoBERTa
NOVEL_SA_18,Cross-lingual Aspect-based Sentiment Analysis with Aspect Term Code-Switching
NOVEL_SA_19,RECONSIDER Improved Re-Ranking using Span-Focused Cross-Attention for Open Domain Question Answering
NOVEL_SA_20,Looking Beyond Sentence-Level Natural Language Inference for Question Answering and Text Summarization
NOVEL_SA_21,Open-Domain Question Answering Goes Conversational via Question Rewriting
NOVEL_SA_22,Powering Comparative Classification with Sentiment Analysis via Domain Adaptive Knowledge Transfer
NOVEL_SA_24,NB-MLM Efficient Domain Adaptation of Masked Language Models for Sentiment Analysis
NOVEL_SA_25,Domain Adaptation for Arabic Cross-Domain and Cross-Dialect Sentiment Analysis from Contextualized Word Embedding
NOVEL_SA_26,Ask what’s missing and what’s useful Improving Clarification Question Generation using Global Knowledge
NOVEL_SA_27,Multimodal Phased Transformer for Sentiment Analysis
NOVEL_SA_28,Improving Federated Learning for Aspect-based Sentiment Analysis via Topic Memories
NOVEL_SA_29,Towards Sentiment and Emotion aided Multi-modal Speech Act Classification in Twitter
NOVEL_SA_30,SPARTA Efficient Open-Domain Question Answering via Sparse Transformer Matching Retrieval
NOVEL_SA_31,Reinforced Counterfactual Data Augmentation for Dual Sentiment Classification
NOVEL_SA_33,Supervised Neural Clustering via Latent Structured Output Learning Application to Question Intents
NOVEL_SA_34,Structured Sentiment Analysis as Dependency Graph Parsing
NOVEL_SA_37,Beta Distribution Guided Aspect-aware Graph for Aspect Category Sentiment Analysis with Affective Knowledge
NOVEL_SA_38,Semantics-Preserved Data Augmentation for Aspect-Based Sentiment Analysis
NOVEL_SA_39,BERT4GCN Using BERT Intermediate Layers to Augment GCN for Aspect-based Sentiment Classification
NOVEL_SA_40,Open Aspect Target Sentiment Classification with Natural Language Prompts
NOVEL_SA_41,Grey-box Adversarial Attack And Defence For Sentiment Classification
NOVEL_SA_42,"Seeking Common but Distinguishing Difference, A Joint Aspect-based Sentiment Analysis Model"
NOVEL_SA_43,On the Transferability of Minimal Prediction Preserving Inputs in Question Answering
NOVEL_SA_44,The Effect of Round-Trip Translation on Fairness in Sentiment Analysis
NOVEL_SA_45,SPARTQA A Textual Question Answering Benchmark for Spatial Reasoning
NOVEL_SA_46,If You Want to Go Far Go Together Unsupervised Joint Candidate Evidence Retrieval for Multi-hop Question Answering
NOVEL_SA_47,Answering Product-Questions by Utilizing Questions from Other Contextually Similar Products
NOVEL_SA_48,Dual Graph Convolutional Networks for Aspect-based Sentiment Analysis
NOVEL_SA_49,Multimodal Sentiment Detection Based on Multi-channel Graph Neural Networks
NOVEL_SA_50,Breadth First Reasoning Graph for Multi-hop Question Answering
NOVEL_SA_51,RocketQA An Optimized Training Approach to Dense Passage Retrieval for Open-Domain Question Answering
NOVEL_SA_52,Aspect Sentiment Quad Prediction as Paraphrase Generation
NOVEL_SA_53,QA-GNN Reasoning with Language Models and Knowledge Graphs for Question Answering
NOVEL_SA_55,Improving Zero-Shot Cross-lingual Transfer for Multilingual Question Answering over Knowledge Graph
NOVEL_SA_56,PASTE A Tagging-Free Decoding Framework Using Pointer Networks for Aspect Sentiment Triplet Extraction
NOVEL_SA_57,Adapting BERT for Continual Learning of a Sequence of Aspect Sentiment Classification Tasks
NOVEL_SA_58,Aspect-based Sentiment Analysis with Type-aware Graph Convolutional Networks and Layer Ensemble
NOVEL_SA_59,Implicit Sentiment Analysis with Event-centered Text Representation
NOVEL_SA_60,Learning Span-Level Interactions for Aspect Sentiment Triplet Extraction
NOVEL_SA_61,AVA an Automatic eValuation Approach for Question Answering Systems
NOVEL_SA_62,Video Question Answering with Phrases via Semantic Roles
NOVEL_SA_63,CLEVR_HYP A Challenge Dataset and Baselines for Visual Question Answering with Hypothetical Actions over Images
NOVEL_SA_64,CLASSIC Continual and Contrastive Learning of Aspect Sentiment Classification Tasks
NOVEL_SA_65,Capturing Row and Column Semantics in Transformer Based Question Answering over Tables
NOVEL_SA_66,Improving Multimodal Fusion with Hierarchical Mutual Information Maximization for Multimodal Sentiment Analysis
NOVEL_SA_67,Hurdles to Progress in Long-form Question Answering
NOVEL_SA_69,CTFN Hierarchical Learning for Multimodal Sentiment Analysis Using Coupled-Translation Fusion Network
SKG_SA_0,Investigating Dynamic Routing in Tree-Structured LSTM for Sentiment Analysis
SKG_SA_1,Solving Data Sparsity for Aspect Based Sentiment Analysis Using Cross-Linguality and Multi-Linguality
SKG_SA_2,"Tasty Burgers, Soggy Fries Probing Aspect Robustness in Aspect-Based Sentiment Analysis"
SKG_SA_4,Recursive Deep Models for Semantic Compositionality Over a Sentiment Treebank
SKG_SA_5,Cross-Lingual Mixture Model for Sentiment Classification
SKG_SA_8,SentiSys at SemEval-2016 Task 4 Feature-Based System for Sentiment Analysis in Twitter
SKG_SA_9,Lsislif CRF and Logistic Regression for Opinion Target Extraction and Sentiment Polarity Analysis
SKG_SA_10,Hierarchical Attention Based Position-Aware Network for Aspect-Level Sentiment Analysis
SKG_SA_11,A Challenge Dataset and Effective Models for Aspect-Based Sentiment Analysis
SKG_SA_15,Adversarial Category Alignment Network for Cross-domain Sentiment Classification
SKG_SA_17,Cached Long Short-Term Memory Neural Networks for Document-Level Sentiment Classification
SKG_SA_18,Knowledge-Enriched Two-Layered Attention Network for Sentiment Analysis
SKG_SA_21,deepSA at SemEval-2017 Task 4 Interpolated Deep Neural Networks for Sentiment Analysis in Twitter
SKG_SA_24,"Baselines and Bigrams Simple, Good Sentiment and Topic Classification"
SKG_SA_26,IIP at SemEval-2016 Task 4 Prioritizing Classes in Ensemble Classification for Sentiment Analysis of Tweets
SKG_SA_27,Capsule Network with Interactive Attention for Aspect-Level Sentiment Classification
SKG_SA_28,YNU-HPCC at SemEval-2018 Task 1 BiLSTM with Attention based Sentiment Analysis for Affect in Tweets
SKG_SA_31,Multi-grained Attention Network for Aspect-Level Sentiment Classification
SKG_SA_32,Exploring Sentiment in Social Media Bootstrapping Subjectivity Clues from Multilingual Twitter Streams
SKG_SA_35,Assessing the Efficacy of Clinical Sentiment Analysis and Topic Extraction in Psychiatric Readmission Risk Prediction
SKG_SA_36,Learning Sentiment-Specific Word Embedding for Twitter Sentiment Classification
SKG_SA_38,Transferable End-to-End Aspect-based Sentiment Analysis with Selective Adversarial Learning
SKG_SA_39,Aspect Sentiment Classification Towards Question-Answering with Reinforced Bidirectional Attention Network
SKG_SA_40,SZTE-NLP Sentiment Detection on Twitter Messages
SKG_SA_41,SwissCheese at SemEval-2016 Task 4 Sentiment Classification Using an Ensemble of Convolutional Neural Networks with Distant Supervision
SKG_SA_46,A Helping Hand Transfer Learning for Deep Sentiment Analysis
SKG_SA_48,"A Bayesian Model for Joint Unsupervised Induction of Sentiment, Aspect and Discourse Representations"
SKG_SA_49,CAN Constrained Attention Networks for Multi-Aspect Sentiment Analysis
SKG_SA_51,Sentiment Adaptive End-to-End Dialog Systems
SKG_SA_52,NRC-Canada-2014 Recent Improvements in the Sentiment Analysis of Tweets
SKG_SA_54,An Embedding Model for Estimating Legislative Preferences from the Frequency and Sentiment of Tweets
SKG_SA_55,Zyy1510 Team at SemEval-2020 Task 9 Sentiment Analysis for Code-Mixed Social Media Text with Sub-word Level Representations
SKG_SA_57,Convolution over Hierarchical Syntactic and Lexical Graphs for Aspect Level Sentiment Analysis
SKG_SA_58,Graph Attention Network with Memory Fusion for Aspect-level Sentiment Analysis
SKG_SA_64,Recurrent Entity Networks with Delayed Memory Update for Targeted Aspect-Based Sentiment Analysis
SKG_SA_65,GTI An Unsupervised Approach for Sentiment Analysis in Twitter
SKG_SA_71,MEGA RST Discourse Treebanks with Structure and Nuclearity from Scalable Distant Sentiment Supervision
SKG_SA_76,Pretraining Sentiment Classifiers with Unlabeled Dialog Data
SKG_SA_77,Automatically Extracting Polarity-Bearing Topics for Cross-Domain Sentiment Classification
SKG_SA_78,Benchmarking Machine Translated Sentiment Analysis for Arabic Tweets
SKG_SA_81,NITS-Hinglish-SentiMix at SemEval-2020 Task 9 Sentiment Analysis for Code-Mixed Social Media Text Using an Ensemble Model
SKG_SA_83,CityU-DAC Disambiguating Sentiment-Ambiguous Adjectives within Context
SKG_SA_84,Improving Aspect-based Sentiment Analysis with Gated Graph Convolutional Networks and Syntax-based Regulation
SKG_SA_85,A Hierarchical Model of Reviews for Aspect-based Sentiment Analysis
SKG_SA_86,MI&T Lab at SemEval-2017 task 4 An Integrated Training Method of Word Vector for Sentiment Classification
SKG_SA_87,SemEval-2020 Task 9 Overview of Sentiment Analysis of Code-Mixed Tweets
SKG_SA_89,INSIGHT-1 at SemEval-2016 Task 5 Deep Learning for Multilingual Aspect-based Sentiment Analysis
SKG_SA_90,THU_NGN at SemEval-2018 Task 1 Fine-grained Tweet Sentiment Intensity Analysis with Attention CNN-LSTM
SKG_SA_91,Modelling Context and Syntactical Features for Aspect-based Sentiment Analysis
SKG_SA_92,A Variational Approach to Weakly Supervised Document-Level Multi-Aspect Sentiment Classification
SKG_SA_94,UPB at SemEval-2020 Task 9 Identifying Sentiment in Code-Mixed Social Media Texts Using Transformers and Multi-Task Learning
SKG_SA_95,IITK at SemEval-2020 Task 8 Unimodal and Bimodal Sentiment Analysis of Internet Memes
SKG_SA_100,TopicThunder at SemEval-2017 Task 4 Sentiment Classification Using a Convolutional Neural Network with Distant Supervision
SKG_SA_101,Towards Fine-grained Text Sentiment Transfer
SKG_SA_102,CH-SIMS A Chinese Multimodal Sentiment Analysis Dataset with Fine-grained Annotation of Modality
SKG_SA_105,Topic-Specific Sentiment Analysis Can Help Identify Political Ideology
SKG_SA_106,DMCB at SemEval-2018 Task 1 Transfer Learning of Sentiment Classification Using Group LSTM for Emotion Intensity prediction
SKG_SA_107,TwitterHawk A Feature Bucket Based Approach to Sentiment Analysis
SKG_SA_108,YNUDLG at SemEval-2017 Task 4 A GRU-SVM Model for Sentiment Classification and Quantification in Twitter
SKG_SA_111,Sentiment Analysis How to Derive Prior Polarities from SentiWordNet
SKG_SA_114,Semi-Stacking for Semi-supervised Sentiment Classification
SKG_SA_116,A Multilayer Perceptron based Ensemble Technique for Fine-grained Financial Sentiment Analysis
SKG_SA_117,Target-Sensitive Memory Networks for Aspect Sentiment Classification
SKG_SA_118,An Empirical Study on the Effect of Negation Words on Sentiment
SKG_SA_124,Inducing Target-Specific Latent Structures for Aspect Sentiment Classification
SKG_SA_128,Cross-Lingual Sentiment Classification with Bilingual Document Representation Learning
SKG_SA_131,Context-Dependent Sentiment Analysis in User-Generated Videos
SKG_SA_133,Sentiment Analysis of Tweets using Heterogeneous Multi-layer Network Representation and Embedding
SKG_SA_134,Specificity-Driven Cascading Approach for Unsupervised Sentiment Modification
SKG_SA_137,Unsupervised Aspect-Level Sentiment Controllable Style Transfer
SKG_SA_139,Sentiment Classification Using Document Embeddings Trained with Cosine Similarity
SKG_SA_140,INGEOTEC at SemEval 2017 Task 4 A B4MSA Ensemble based on Genetic Programming for Twitter Sentiment Analysis
SKG_SA_141,Attention and Lexicon Regularized LSTM for Aspect-based Sentiment Analysis
SKG_SA_143,Document Modeling with Gated Recurrent Neural Network for Sentiment Classification
SKG_SA_144,IARM Inter-Aspect Relation Modeling with Memory Networks in Aspect-Based Sentiment Analysis
SKG_SA_147,Sentiment Tagging with Partial Labels using Modular Architectures
SKG_SA_148,Active Learning for Imbalanced Sentiment Classification
SKG_SA_149,Linguistically Regularized LSTM for Sentiment Classification
SKG_SA_150,Dependency Graph Enhanced Dual-transformer Structure for Aspect-based Sentiment Classification
SKG_SA_152,Sentiment Intensity Ranking among Adjectives Using Sentiment Bearing Word Embeddings
SKG_SA_153,Summarizing Opinions Aspect Extraction Meets Sentiment Prediction and They Are Both Weakly Supervised
SKG_SA_155,Examining Gender and Race Bias in Two Hundred Sentiment Analysis Systems
SKG_SA_156,Multi-task Learning for Automated Essay Scoring with Sentiment Analysis
SKG_SA_159,"An Ensemble of Humour, Sarcasm, and Hate Speechfor Sentiment Classification in Online Reviews"
SKG_SA_160,Sentiment Domain Adaptation with Multiple Sources
SKG_SA_162,NLPZZX at SemEval-2018 Task 1 Using Ensemble Method for Emotion and Sentiment Intensity Determination
SKG_SA_163,"Sentiment Lexicon Expansion Based on Neural PU Learning, Double Dictionary Lookup, and Polarity Association"
SKG_SA_169,Bilingual Sentiment Embeddings Joint Projection of Sentiment Across Languages
SKG_SA_172,Aspect Based Sentiment Analysis with Gated Convolutional Networks
SKG_SA_176,Learning Word Embeddings for Data Sparse and Sentiment Rich Data Sets
SKG_SA_179,Contextual Inter-modal Attention for Multi-modal Sentiment Analysis
SKG_SA_181,Dr Sentiment Knows Everything!
SKG_SA_184,Adullam at SemEval-2017 Task 4 Sentiment Analyzer Using Lexicon Integrated Convolutional Neural Networks with Attention
SKG_SA_185,IBA-Sys at SemEval-2017 Task 5 Fine-Grained Sentiment Analysis on Financial Microblogs and News
SKG_SA_188,Revisiting the Importance of Encoding Logic Rules in Sentiment Classification
SKG_SA_189,Mazajak An Online Arabic Sentiment Analyser
SKG_SA_190,NileTMRG at SemEval-2016 Task 5 Deep Convolutional Neural Networks for Aspect Category and Sentiment Extraction
SKG_SA_191,Discourse Connectors for Latent Subjectivity in Sentiment Analysis
SKG_SA_192,Subjectivity and Sentiment Analysis of Modern Standard Arabic
SKG_SA_193,AraSenTi Large-Scale Twitter-Specific Arabic Sentiment Lexicons
SKG_SA_194,Parameterized Convolutional Neural Networks for Aspect Level Sentiment Classification
SKG_SA_199,Adaptive Semi-supervised Learning for Cross-domain Sentiment Classification
SKG_SA_200,A Challenge Dataset and Effective Models for Aspect-Based Sentiment Analysis
SKG_SA_203,SemAxis A Lightweight Framework to Characterize Domain-Specific Word Semantics Beyond Sentiment
SKG_SA_205,SKEP Sentiment Knowledge Enhanced Pre-training for Sentiment Analysis
SKG_SA_208,Learning to Detect Opinion Snippet for Aspect-Based Sentiment Analysis
SKG_SA_214,CS-Embed at SemEval-2020 Task 9 The Effectiveness of Code-switched Word Embeddings for Sentiment Analysis
SKG_SA_216,An Investigation of Transfer Learning-Based Sentiment Analysis in Japanese
SKG_SA_217,Optimizing Informativeness and Readability for Sentiment Summarization
SKG_SA_218,Towards a Unified End-to-End Approach for Fully Unsupervised Cross-Lingual Sentiment Analysis
SKG_SA_222,Identifying Transferable Information Across Domains for Cross-domain Sentiment Classification
SKG_SA_224,Kea Sentiment Analysis of Phrases Within Short Texts
SKG_SA_227,Learning Stock Market Sentiment Lexicon and Sentiment-Oriented Word Vector from StockTwits
SKG_SA_228,Active Sentiment Domain Adaptation
SKG_SA_229,NTNU Domain Semi-Independent Short Message Sentiment Classification
SKG_SA_231,Relational Graph Attention Network for Aspect-based Sentiment Analysis
SKG_SA_233,Weakly-Supervised Aspect-Based Sentiment Analysis via Joint Aspect-Sentiment Topic Embedding
SKG_SA_234,Learning Sentence Embeddings with Auxiliary Tasks for Cross-Domain Sentiment Classification
SKG_SA_235,Will_go at SemEval-2020 Task 9 An Accurate Approach for Sentiment Analysis on Hindi-English Tweets Based on Bert and Pesudo Label Strategy
SKG_SA_236,Progressive Self-Supervised Attention Learning for Aspect-Level Sentiment Analysis
SKG_SA_238,Attention-based LSTM for Aspect-level Sentiment Classification
SKG_SA_240,Topic Modeling based Sentiment Analysis on Social Media for Stock Market Prediction
SKG_SA_246,ReNew A Semi-Supervised Framework for Generating Domain-Specific Lexicons and Sentiment Analysis
SKG_SA_247,A Cognition Based Attention Model for Sentiment Analysis
SKG_SA_248,Linking News Sentiment to Microblogs A Distributional Semantics Approach to Enhance Microblog Sentiment Classification
SKG_SA_249,Towards a Universal Sentiment Classifier in Multiple languages
SKG_SA_252,UofL at SemEval-2016 Task 4 Multi Domain word2vec for Twitter Sentiment Classification
SKG_SA_253,BUSEM at SemEval-2017 Task 4A Sentiment Analysis with Word Embedding and Long Short Term Memory RNN Approaches
SKG_SA_256,Ternary Twitter Sentiment Classification with Distant Supervision and Sentiment-Specific Word Embeddings
SKG_SA_258,Lingmotif Sentiment Analysis for the Digital Humanities
SKG_SA_260,NRC-Canada-2014 Detecting Aspects and Sentiment in Customer Reviews
SKG_SA_261,Sentiment Lexicon Construction with Representation Learning Based on Hierarchical Sentiment Supervision
SKG_SA_263,Unified Feature and Instance Based Domain Adaptation for Aspect-Based Sentiment Analysis
SKG_SA_266,Instance Selection Improves Cross-Lingual Model Training for Fine-Grained Sentiment Analysis
SKG_SA_267,Learning to Control the Fine-grained Sentiment for Story Ending Generation
SKG_SA_268,Cross-Domain Co-Extraction of Sentiment and Topic Lexicons
SKG_SA_269,AUEB-ABSA at SemEval-2016 Task 5 Ensembles of Classifiers and Embeddings for Aspect Based Sentiment Analysis
SKG_SA_271,DeepSentiPeer Harnessing Sentiment in Review Texts to Recommend Peer Review Decisions
SKG_SA_272,Exploiting BERT for End-to-End Aspect-based Sentiment Analysis
SKG_SA_274,Improving Multi-label Emotion Classification via Sentiment Classification with Dual Attention Transfer Network
SKG_SA_275,Aspect Level Sentiment Classification with Deep Memory Network
SKG_SA_276,UI at SemEval-2020 Task 8 Text-Image Fusion for Sentiment Classification
SKG_SA_278,The Impact of Z_score on Twitter Sentiment Analysis
SKG_SA_279,Shallow Domain Adaptive Embeddings for Sentiment Analysis
SKG_SA_280,Diversified Multiple Instance Learning for Document-Level Multi-Aspect Sentiment Classification
SKG_SA_282,DL Team at SemEval-2018 Task 1 Tweet Affect Detection using Sentiment Lexicons and Embeddings
SKG_SA_283,Learning Sentiment-Specific Word Embedding for Twitter Sentiment Classification
SKG_SA_284,Cross-Lingual Unsupervised Sentiment Classification with Multi-View Transfer Learning
SKG_SA_289,SMARTies Sentiment Models for Arabic Target entities
SKG_SA_293,"Sparse, Contextually Informed Models for Irony Detection Exploiting User Communities, Entities and Sentiment"
SKG_SA_294,Multi-Task Stance Detection with Sentiment and Stance Lexicons
SKG_SA_296,Utterance-Level Multimodal Sentiment Analysis
SKG_SA_297,Open-Domain Targeted Sentiment Analysis via Span-Based Extraction and Classification
SKG_SA_299,Adversarial and Domain-Aware BERT for Cross-Domain Sentiment Analysis
SKG_SA_300,Syntax-Ignorant N-gram Embeddings for Sentiment Analysis of Arabic Dialects
SKG_SA_302,Learning with Noisy Labels for Sentence-level Sentiment Classification
SKG_SA_303,Keep Calm and Switch On! Preserving Sentiment and Fluency in Semantic Text Exchange
SKG_SA_305,Best-Worst Scaling More Reliable than Rating Scales A Case Study on Sentiment Intensity Annotation
SKG_SA_306,Exploring Demographic Language Variations to Improve Multilingual Sentiment Analysis in Social Media
SKG_SA_307,Adaptive Recursive Neural Network for Target-dependent Twitter Sentiment Classification
SKG_SA_309,PUT at SemEval-2016 Task 4 The ABC of Twitter Sentiment Analysis
SKG_SA_312,A Sentiment-Controllable Topic-to-Essay Generator with Topic Knowledge Graph
SKG_SA_313,INESC-ID A Regression Model for Large Scale Twitter Sentiment Lexicon Induction
SKG_SA_314,Domain Adapted Word Embeddings for Improved Sentiment Classification
SKG_SA_316,IITPB at SemEval-2017 Task 5 Sentiment Prediction in Financial Text
SKG_SA_318,Probabilistic Sense Sentiment Similarity through Hidden Emotions
SKG_SA_319,Fortia-FBK at SemEval-2017 Task 5 Bullish or Bearish Inferring Sentiment towards Brands from Financial News Headlines
SKG_SA_321,ECNU Multi-level Sentiment Analysis on Twitter Using Traditional Linguistic Features and Word Embedding Features
SKG_SA_323,Neural Networks for Open Domain Targeted Sentiment
SKG_SA_324,Aspect Based Sentiment Analysis into the Wild
SKG_SA_326,Attentive Gated Lexicon Reader with Contrastive Contextual Co-Attention for Sentiment Classification
SKG_SA_327,Cold-Start Aware User and Product Attention for Sentiment Classification
SKG_SA_328,Combining Sentiment Lexica with a Multi-View Variational Autoencoder
SKG_SA_331,RiTUAL-UH at SemEval-2017 Task 5 Sentiment Analysis on Financial Data Using Neural Networks
SKG_SA_333,MI&T Lab at SemEval-2017 task 4 An Integrated Training Method of Word Vector for Sentiment Classification
SKG_SA_334,Learning Bilingual Sentiment Word Embeddings for Cross-language Sentiment Classification
SKG_SA_337,Domain-Invariant Feature Distillation for Cross-Domain Sentiment Classification
SKG_SA_339,Senti.ue Tweet Overall Sentiment Classification Approach for SemEval-2014 Task 9
SKG_SA_343,Using Multiple Sources to Construct a Sentiment Sensitive Thesaurus for Cross-Domain Sentiment Classification
SKG_SA_344,Applying Transformers and Aspect-based Sentiment Analysis approaches on Sarcasm Detection
SKG_SA_345,SentiBERT A Transferable Transformer-Based Architecture for Compositional Sentiment Semantics
SKG_SA_348,Adversarial Attack on Sentiment Classification
SKG_SA_350,Public Sentiment Drift Analysis Based on Hierarchical Variational Auto-encoder
SKG_SA_351,Joint Bilingual Sentiment Classification with Unlabeled Parallel Corpora
SKG_SA_353,Learning Cognitive Features from Gaze Data for Sentiment and Sarcasm Classification using Convolutional Neural Network
SKG_SA_354,thecerealkiller at SemEval-2016 Task 4 Deep Learning based System for Classifying Sentiment of Tweets on Two Point Scale
SKG_SA_357,An Interactive Multi-Task Learning Network for End-to-End Aspect-Based Sentiment Analysis
SKG_SA_358,Reed at SemEval-2020 Task 9 Fine-Tuning and Bag-of-Words Approaches to Code-Mixed Sentiment Analysis
SKG_SA_364,OMAM at SemEval-2017 Task 4 Evaluation of English State-of-the-Art Sentiment Analysis Models for Arabic and a New Topic-based Model
SKG_SA_366,Webis An Ensemble for Twitter Sentiment Detection
SKG_SA_367,Limbic Author-Based Sentiment Aspect Modeling Regularized with Word Embeddings and Discourse Relations
SKG_SA_369,INSIGHT-1 at SemEval-2016 Task 4 Convolutional Neural Networks for Sentiment Classification and Quantification
SKG_SA_370,SSN_MLRG1 at SemEval-2017 Task 5 Fine-Grained Sentiment Analysis Using Multiple Kernel Gaussian Process Regression Model
